number	sentence	perceptual?	pay attention to?	bearing in mind?	perceptual?IH	pay attention to?IH	bearing in mind?IH	NotesIH	perceptual?MC	pay attention to?MC	bearing in mind?MC	NotesMC	Consensus	Perc	
360	 It should therefore have been aware of the danger that he would try to cover his liabilities from whatever funds he had access to (Eagle's funds), but that it made no inquiries about the source of the monies or how he had met his obligations.	N		B	N				P		B		1	N	
361	 We are aware that we can control the method of access by users though our application, but there are other tools they are using in, in the company to access the corporate relational database and your database controller must be aware of those tools and implement the same controls on those views of that information within the database.	N		B	N				P		B		1	N	
362	 The Banks are fully aware of and fully supportive of the measures which we have recently announced.	N			N				P	A	B		1	N	
363	 The precise objectives outlined emphasise the intention to raise the awareness of and inspire the communication of information to the WHOLE STAFF (Proposal document), and to be constantly aware of the BALANCE OF STOCK held within the Library Resource Centre to ensure a suitable coverage of all subject areas.	N		B	N				P	A	B		1	N	
364	 Standing in the Townley Room and looking through to the sculptures displayed next door (Room 83), most of which were intended for public display, one is well aware of the reduced scale and decorative qualities sought by the private collector who wined and dined amidst his collection.	N			N				P				1	N	
367	 But Mr Kilfoyle told the health boss: Your colleagues if not yourself will be well aware of my opposition to what the Regional Health Authority is doing on behalf of the most despised government in living memory.	N			N				P	A	B		1	N	
368	 from the earliest years he was enveloped in a clash of mythologies, to use his word, and grew up aware of their contributive, as well as their competitive, differences.	N		B	N				P		B		1	N	
369	 His reserve trundlers  usually in the mediocre medium-pace category and fully aware of the aggressive intentions of the batsmen  try to keep the ball on a full length and in the channel which lies approximately in a straight line between the stumps.	N			N		B		P		B		1	N	
370	 Ben watched, fascinated, barely hearing their words, but aware of their significance, and of the significance of the fact that he was there to hear them.	N		B	N				P		B		1	N	
371	She could remember though the time when she realised that she must, for love of them both, never let them know that she was aware of it.	N			N				P				1	N	
372	 So the  prima facie  plausible assumption that any creature able to perceive convexity would also be aware of connectedness is false.	N			N				P				1	N	
373	 While the Chewong are fully aware of the physiological differences between the sexes, these are not valued relative to each other, nor do they constitute any base for symbolic ordering (see Howell 1983, 1988 for further discussion on Chewong gender).	N			N				P				1	N	
374	 Laughton had been linked with Davies, Well aware of Widnes' financial problems and the crippling costs of maintaining Davies' who recently signed a three-year 80,000-per-season contract with cash-strapped Widnes.	N			N				P		B		1	N	
375	 The editors are aware of the dangers accompanying the recent transformation of AI from ugly duckling to golden-egg-laying goose: The crisis we now face is a crisis of success, and many wonder if the substance of the field can support the high hopes.	N			N				P				1	N	
376	 Whether Hastings is invited to take on the role of Scottish captain is for the future, but he acknowledges the good fortune he has enjoyed in playing under such inspiring leadership: You only need to look at the names of players who have captained Scotland to be aware of the tremendous honour it represents.	N			N				P		B		1	N	
377	 Our main purpose in life is to make people aware of the problem, to make them think of their own vulnerability and responsibility and make them act in a safe and sensible way.	N		B	N				P	A	B		1	N	
378	 And we've got other cookies in the basket that we're not even aware of yet!	N			N				P			Negation 	1	N	
379	 A statement issued by the board said: We maintain, as we have done throughout the inquiry, that there is no reason to doubt Mr Evans's own submission that he did raise his flag on each occasion, and we have not been made aware of any evidence that he did not.	N			N				P	A		Negation 	1	N	
380	 Clearly if a trust is set up for beneficiaries, for example, children of the settlor who were not involved in or even aware of its creation, they would not be associated persons.	N			N				P			Negation 	1	N	
381	 Because he's very much aware of what the Tories are doing to the Health Service same as the rest of the cabinet.	N			N				P	A	B	 	1	N	
383	Preventive efforts can, however, be made to ensure that the mother is aware of the problems of certain courses of action; that high standards of care are in operation throughout the process; that the necessary steps are taken to combat the incidence of infection and disease which may affect a healthy foetus, and that nutritional standards are sufficiently high.	N		B	N		B		P		B		1	N	
384	 There are further areas which in time  year will allow that trend to continue, I'm aware of the fact  that there will probably be  in the course of the evening that suggest that greater efficiencies can be found in a variety of areas whether it be in  or wherever else.	N			N				P		B	Missing words	1	N	
386	What is needed as far as language teachers are concerned is some way of making them aware of the problem as it relates to their professional work and of providing the means whereby they might arrive at interpretations appropriate to themselves.	N		B	N		B		P	A	B		1	N	
387	 We could not enjoy tragedies were we not aware of the fiction.	N		B	N				P		B	Negation 	1	N	
388	 Only in small and relatively unified societies, not fragmented by industrialization and the resultant division of labour, was it likely that citizens would be more aware of their membership of society as a whole than of their particular social, occupational or interest group within it.	N			N				P		B		1	N	
389	 Here he is aware of his fall into corruption, but as yet draws neither conclusion nor consequence from it.	N			N				P		B		1	N	
392	 The resulting framework of vocational qualification, s from levels I to IV, is now available to our industry and awarding bodies are working to ensure industry is made aware of the way in which the system will work.	N			N				P		B		1	N	
393	 X-ray emission from the pulsar has been detected by the Rosat satellite, but we are not aware of any extended component detected from the SNR.	N			N				P			Negation 	1	N	
394	 Readers of your magazine will be well aware of the state of British tennis.	N			N				P	A			1	N	
395	 The third paper, which consolidates and updates existing technical guidance, extends the requirement for outgoing auditors to provide the incoming auditors with full information on matters they should be aware of, to advisers involved in other forms of recurring work such as tax and accounting.	N			N				P		B		1	N	
397	 As Burton remarks, Respondents who are aware of the researcher's interests do not constantly hold that awareness in mind (1978:169).	N			N				P				1	N	
398	 The Department of Health is aware of the disquiet among dentists.	N			N				P		B		1	N	
399	 Having given considerable thought to teaching movement to children and being very aware of fast changing social needs, Lucy Jackson developed MOTHER AND TODDLER classes in Hammersmith during the 1980s.	N		B	N		B		P	A	B		1	N	
400	 No doubt he was aware of the vow of silence.	N			N				P	A	B		1	N	
401	 Where, today, is the church sufficiently aware of the problems behind closed doors in the lonely streets that it is able to offer true community and true family when it is definitely needed?	N			N	A			P	A	B		1	N	
402	 We have focus  we have a direction  we maintain the fiscal control  we are aware of what we're doing as a church  we have the  the members commitment indeed, we have their involvement  in what we want to do.	N			N				P	A	B		1	N	
403	 This is the message which aims to make people aware of the product and favourably inclined towards it.	N		B	N				P				1	N	
405	 He is also shrewdly aware of what the Ibrox support, grown sleek on a diet of success, expect of their team.	N			N		B		P		B		1	N	
406	 There's  n  I doubt if there are any tenants who aren't aware of their right to buy and there's there are in fact plenty of private mortgage lenders around ready to sort erm try and persuade tenants that they can go ahead and buy their homes.	N			N				P		B	Negation 	1	N	
407	 Be sure to alert the local planning authority, which may not be aware of the subtleties of the legislation.	N		B	N				P			Negation 	1	N	
409	 If we are aiming to help children to be aware of the relationship between mathematics and society, several approaches are possible.	N			N				P		B		1	N	
411	 You you're aware of paragraph thirty one of er M P G one.	N			N				P				1	N	
414	 In this research social information, as opposed to psychiatric diagnosis, was not considered by psychiatrists to be central to their task, although they were aware of the influence of social factors on psychiatric symptomatology.	N			N		B		P		B		1	N	
420	 Businesses are forced to become more aware of other problems of family responsibility But let's make sure that these childcare provisions are not merely cosmetic.	N			N	A			P		B		1	N	
421	 If the government increases the money supply to increase the price level to engineer a fall in the real wage, actors can be expected to be fully aware of this and hence to adjust the nominal wage so that no real purchase on the economy can be obtained.	N		B	N				P	A	B		1	N	
422	 The lay judges, like Stanhope and Stirling, on the other hand, must have been well aware of the realities of the situation, and that there was little chance of the prize-winners being commissioned to carry out the work.	N			N		B		P	A	B		1	N	
423	 They're afraid of their fears and they feel that by talking about it the children will actually have more problems, so children, being very aware of the adults' fears, will not talk.	N		B	N				P		B		1	N	
424	 Would they have made it public if prison officers had not been aware of it?	N			N				P			Negation 	1	N	
426	 One obvious result was that they became more self-conscious and defensive, aware of the dangers of making mistakes.	N			N		B		P	A	B		1	N	
427	 I am well aware of the good work carried out by the Queen's hall arts centre.	N			N				P				1	N	
428	 Is my right hon. Friend aware of how useful, helpful and informative many farmers have found the document Our Farming Future?	N			N				P			?B	1	N	
430	 He was suddenly and belatedly delightfully aware of her adoration, of her devotion, of her light hand with the pastry, and even at breakfast time he could contemplate with pleasure how jolly nice it would be to kiss her.	N			N				P	A			1	N	
431	 When he became Prime Minister he was all too aware of the difficulties which British industry was facing.	N			N				P		B		1	N	
432	 We understand the confidential nature of the engagement and that staff, other than the directors, should not be made aware of its purpose.	N			N				P			Negation 	1	N	
433	 Well I became aware of the University of Sussex when the Gardener Centre first opened I think, because at that time I was working at the Arts Council of Great Britain and it was erm an innovative scheme which attracted a great deal of national interest, and we were naturally invited down to have a look at it, both the design and the programme that was being planned for the opening season at that time.	N			N				P				1	N	
434	 I wonder if they are aware of the protection that byway status confers on such a right of way.	N			N				P		B		1	N	
435	The people who teach in English Departments are certainly aware of a lurking, inchoate threat to their peace of mind, and there is no successor to Leavis as a force to strengthen morale and defy institutional pressures.	N			N				P		B		1	N	
436	 Report co-author Ellen Malos said: Social workers need to be aware of the gap between the law and the more generous government guidance on the law.	N		B	N	A	B		P		B		1	N	
437	 That fear was a very real one and, in view of his connections at a high level, it is probable that he was aware of what was going on.	N			N				P	A			1	N	
438	 In the work of both painters one becomes increasingly aware of the fact that they are making use of a variable viewpoint.	N			N				P		B		1	N	
439	 Social Services are really a help, we could choose to ignore that, I have to say that I'm not aware of that happening, and I think it's very unlikely.	N			N				P			Negation 	1	N	
440	 There is, in fact, every indication that Karajan was acutely aware of the temper of the times, though to find evidence of this we do not go to the random rag-bag of recordings he was permitted to make in the early 1940s but to what he immediately turned his mind to with Legge in Vienna in 1947: Strauss's  Metamorphosen , a recording, still, of unparalleled intensity, and the Brahms German Requiem , a performance (it was said to be one of Toscanini, s favourite records) of unbearable directness and poignancy of utterance.	N		B	N				P	A	B		1	N	
441	 Unless a player is totally without imagination, then he cannot fail to be aware of what has gone before as he makes his pilgrimage round Augusta.	N			N				P				1	N	
443	 The other changes are relatively minor, but the reporting accountant needs to be aware of them.	N			N		B		P		B		1	N	
446	He is acutely aware of it and so is Miss Julie Owens, Labour's challenger, who gave up her job with the Socialist Group in Brussels to do battle.	N		B	N				P				1	N	
447	 Since the beginning of the 1970s, linguists have become increasingly aware of the importance of context in the interpretation of sentences.	N		B	N		B		P		B		1	N	
448	 In the Southern Ocean, in that great reverberating blue-green world I shared with nature, I became intensely aware of the way in which men and women have trapped themselves within cities.	N			N				P				1	N	
450	 Explaining one of the sections of their manifesto in the preface to the exhibition at Bernheim's, the Futurists, now aware of Cubist painting, talked for the first time of battles of planes; and Boccioni summarizes most concisely the debt of Futurism to Cubism when in Pittura Scultura Futuriste, published in 1914, he wrote under the heading Compenetrazione dei Piani: It is the pictorial method of rendering movement in a painting, making the surrounding objects fuse with the structure of the object placed in their midst.	N			N				P		B		1	N	
451	 The student is made aware of the band of tolerance within which his behaviour is acceptable as a match for the model-act by the reactions of an external critic (the teacher) who rewards and punishes sameness and difference.	N			N		B		P		B		1	N	
452	 Even today, the toll of addictive disease is still terrible yet many of those who die were aware of the 12 Steps and of the other recommendations of the Anonymous Fellowships.	N			N				P				1	N	
453	 In such a case, the husband will, if possible, wish to be released by the mortgagee from the future liability under the mortgage rather than rely upon an indemnity from the wife, and although the mortgagee should be aware of the proceedings between the parties by virtue of the notification required to be made to it under r2.59(4) of the Family Proceedings Rules 1991 (see p3), a formal application will doubtless have to be made by the husband for a release.	N			N				P		B		1	N	
454	 I taught for 29 years at a boy's school and I was very aware of young people who are now serving prison sentences for crimes relating to the troubles.	N			N				P				1	N	
456	 That was the stratagem, but the Emperor was as aware of those allied hopes as any British or Prussian officer and he would be planning to slash the net into two pieces and separately tear them apart.	N			N				P		B		1	N	
457	 In deciding which combinations to take after the first year of study, applicants should be aware of the entry requirements for both subjects.	N		B	N	A	B		P		B		1	N	
459	 The star, suddenly aware of what he had said, looked pitifully puzzled.	N			N				P	A			1	N	
460	 It was slightly dangerous to have three actors  they might have almost cancelled one another out, and become so modest and self-effacing and aware of each other's talent that it could all have come to nothing, but Alan Bates is famous for not wanting to do talk shows, and I think he felt that with the other two there, there was safety in numbers.	N			N				P				1	N	
461	 Secondly, we are very aware of the seriousness of that development.	N			N				P		B		1	N	
462	 You can't avoid accidents, but physicians and workers should be aware of the risk, she said.	N		B	N		B		P		B		1	N	
464	 It is therefore absolutely essential that the management accountant is aware of the implications of the weaknesses, strengths and accuracy of the cost accounts.	N			N		B		P		B		1	N	
465	 He favours an approach which is balanced, aware of different points of view, and he is critical of Mrs Thatcher's absolutist' style  absolutely in favour of one thing, absolutely against another'.	N		B	N	A	B		P		B		1	N	
466	 I know that my hon. Friend the Minister is well aware of the widespread concern among arable farmers in my constituency about the EC Commission's proposals to review potato marketing.	N			N				P		B		1	N	
468	 The local authority may be aware of the problem on that estate and be able to report a dozen other families who are suffering similarly.	N			N				P		B		1	N	
469	 I point out to the hon. Gentleman that the 1981 Act is now steadily being made more effective, that more resources are being made available every year and that parents are becoming more and more aware of their rights under that Act.	N			N				P		B		1	N	
470	 It is precisely a feature of the debate that no statement was innocent: employers and unionists used the arguments they hoped would further their own cause and did not appear to be aware of the contradictions in their logic.	N		B	N				P			Negation 	1	N	
471	 Now if that is correct perhaps a minister could say so and clear in explicit terms  er because it is very, very important because increasingly er a number of firms act in er in er in in both capacities and indeed for the large firms I think many of us are aware of the difficulty that's now arising and there are only half a dozen very large accountancy firms that are capable of providing accounting and auditing services in this country and indeed most of them are beneficiaries of this government's largesse in awarding public service contracts er to a surprising degree and so the government will be well aware of  the problem .	N			N				P		B		1	N	
472	 Asia must be aware of the nuances of the new systems and seek arrangements that will be mutually beneficial.	N		B	N				P		B		1	N	
473	 I wonder, he's no doubt aware of the quite serious problems facing the South Wales police and the funding of the local authorities of the police.	N			N		B		P		B		1	N	
474	 In preparation for this students will need to be aware of cross-cultural discourse patterns.	N			N		B		P		B		1	N	
475	The team manager was well aware of it, knew that it was coming to a head, but took no action.	N			N				P			Implies that protagonist could be aware without bearing in mind	1	N	
476	 Although physical geographers have contributed less extensively to the optimization of general systems synthesis models, nevertheless they have to be aware of the work achieved by engineers.	N		B	N				P		B		1	N	
477	 Usually so mentally attuned, so aware of what she was thinking and feeling, he looked angry and nonplussed, unable to understand her withdrawal.	N			N	A			P	A			1	N	
480	 Although one can speak also of being aware of the value of something, it will be essential to confine our usage to awareness of the existing, of persons, things, events.	N			N	A			P		B		1	N	
482	 Of course I am aware of what she found in Moscow.	N			N				P				1	N	
484	 Make the latter aware of your intention to concentrate on these tasks, if necessary, at the expense of other intrusions.	N			N				P				1	N	
486	Archbishop Fisher was aware of these circumstances.	N			N				P				1	N	
488	 The action takes place thousands of miles from the perennial roar of London, but the reader remains very much aware of London and the civilization it stands for as moral standards crumble; savage and white man become confused until the conduct of the whites, intent on mutual destruction, seems worse than that of these poor souls and even Sally Day, the child of cannibals, in all likelihood a cannibal himself  so faithful to what they knew of good.	N			N				P				1	N	
490	 I am acutely aware of a further objection.	N		B	N				P	A	B		1	N	
491	 As matters stand, the development and negotiation of student action plans point to the need for college staff to be aware of what happened before the age of 16.	N			N		B		P	A	B		1	N	
492	 Girls who are very aware of parental disapproval may not feel able to take this step and also not want to run the risk of parents somehow finding out that they had gone to the doctor or the clinic.	N		B	N				P				1	N	
493	 Lisa was aware of this and tried hard not to offend.	N		B	N		B		P		B		1	N	
494	 I would ask, will the men be accepted on merit, and I would suggest that in the past, only a suggestion, but I'm very aware of it, that men were taken on and they weren't even as good as the women, so  applied in the past,	N		B	N				P		B		1	N	
495	 HRH The Duke of Edinburgh, WWF's International President, said Sir Peter made an exceptional contribution to the conservation of nature during his lifetime, and, through his television programmes and publications, made a whole generation aware of the importance of the conservation of nature.	N			N				P				1	N	
496	 He was aware of the risks involved and that he was embarking on a kind of unnecessary surgery that could threaten his life, but it was what he wanted.	N			N				P		B		1	N	
498	 With Winifred as Chair, and Diane as Vice Chair, the working party has received evidence from over fifty people, as well as conducting its own survey of trustees and management committees, with a tighter framework of regulation resulting from the charity bill, it will be more important than ever, that trustees are aware of their very considerable responsibilities, and well equipped to take them on.	N			N				P		B		1	N	
499	 He was aware of the strong emotional needs people had for certainty and for a surrogate parental-authority figure, and he was always wary of the tendency among some to turn psychoanalysis into a religious system, and perhaps himself into a sacred authority.	N		B	N				P		B		1	N	
500	 When you take notes during the interview it is a good idea to do so a short while after the relevant moment has passed so that the candidate is not aware of what prompted you to write.	N			N				P			Negation 	1	N	
501	 When planning a project which is likely to affect your neighbour in any way, it's always advisable to consult him or her at an early stage, so that he is fully aware of your plans.	N			N				P				1	N	
502	 But she was aware that she had been preoccupied a lot of the time, all too aware of the mountain of work before her, and that it was rather a long time since she and her daughter had had any special outings together.	N			N				P	A			1	N	
503	 Not those, but the few who respect silence, who respect the world, who are prepared to listen, who are prepared to change, who are aware of human weakness and vulnerability, who are aware of the imperatives of life and the imperatives of the work in hand.	N		B	N				P		B		1	N	
505	 In the housing field there are areas where officials; may become aware of the existence of people with dementia because of nonpayment of rent, anti-social behaviour, poor standard of upkeep of the house.	N			N				P				1	N	
506	 Once people are made aware of the problems, they usually help in some way.	N			N				P		B		1	N	
507	 Occasionally, they make unsubstantiated contentions: is it true that women in social work are not aware of and are uncomfortable with, the control part of the work?	N			N				P			Negation 	1	N	
508	 The public was kept aware of the problem and intelligent opinion was roused by the conditions revealed.	N			N				P				1	N	
509	 Being aware of the interval structure of scales is vitally important if they are to be used creatively and effectively against chords.	N		B	N		B		P		B		1	N	
510	 His wife definitely was aware of the relationship and never had a good word to say about Mary.	N		B	N				P			?B	1	N	
511	 Couples share responsibility for family planning and may become more aware of how their bodies work.	N			N		B		P	A			1	N	
512	 I'm quite well aware of what you've already told me.	N		B	N				P				1	N	
513	 I'm aware of my name being mentioned again as an England candidate, which is nice, but we'll just have to see what happens, he said.	N			N				P				1	N	
514	 He himself was very much aware of the differences in the relationships between Ken and his mother and that with his father Charlie.	N			N				P				1	N	
516	 The paradox in Leapor's response to her experience is that she is firmly aware of its physical nature, yet she also insists on the intellectual and spiritual dignity of women.	N			N				P		B		1	N	
517	 It was held that the accused was aware of the probable consequences of firing the gun as he did.	N		B	N				P		B		1	N	
518	No- one was aware of his presence on board the aircraft until engineers saw the rush of air.	N			N				P	A		Negation 	1	N	
519	 Manufacturers are aware of their responsibilities and the impportant part they and their agents can play in helping the caterer with advice on subjects such as kitchen planning and hygiene.	N			N		B		P		B		1	N	
521	 Gloucester's position as sole surviving brother of the king, coupled with his outstanding record of service to the crown, would have made it impossible to pass him over, even in a society aware of the dangers which guardianship by a paternal uncle posed to the interests of the heir.	N			N				P		B		1	N	
523	 The haulier must be made aware of all the liabilities incurred under credit agreements.	N			N				P		B		1	N	
524	The existence of the wider systems and the environment have been explicitly considered, and at this stage are mainly relevant to ensuring that the analysts is aware of the whole situation and the influencing factors.	N		B	N				P		B	"“The analysts is aware...""?"	1	N	
525	 So far this is normal and to be expected, but if Claire is told often enough how good she is when she feels herself to be bad, or if Henry is constantly reminded of his vicious streak when he is aware of other, ignored qualities in himself, then both Claire and Henry are likely to become confused as to their own self-images.	N			N				P				1	N	
526	 To ensure that artists are fully aware of all conditions and clauses we will offer a list of music industry lawyers for them to choose from if they need help with the contract.	N			N				P				1	N	
527	 Well aware of the undertaking he added The day before I went for a load of beers to prepare for the ordeal.	N		B	N		B		P				1	N	
528	I wasn't really aware of who he was, he was just a kind of mate.	N			N				P			Negation 	1	N	
529	 You are well aware of the interdepartmental and political rivalry in France.	N			N				P				1	N	
530	 This means that we must be aware of the microeconomic theories of consumer behaviour, of the firm, of public sector activity and of distribution.	N		B	N				P		B		1	N	
531	 It was true that he had another meeting lined up with the Foreign Office, but he had been impressed by the standard of the other candidates he had encountered on the way, and was only too aware of his lack of a university qualification.	N			N				P				1	N	
532	 Others who are aware of these feelings dare not touch their children for fear of going too far and seriously hurting them.	N		B	N				P		B		1	N	
533	 As a copyright owner you have a legal right to prevent unauthorised copying of your work and as a practising artist you need to be aware of what you can and cannot do with regard to using second-source material as ideas for your own work.	N		B	N		B		P		B		1	N	
535	 Believe me, Rober', I am all too aware of that!	N			N				P				1	N	
536	 He practised subcutaneous periosteotomy for the relief of pain due to exostoses, and he was well aware of the value of post-mortem examinations as a check on his surgical successes and failures.	N		B	N				P				1	N	
537	 Other researchers should be made aware of the hurdles which the dominance of positivism and the challenge of naturalism present, the relation that they as individuals have to what they research and the reflexive and critical character of the interpretative process.	N			N				P		B		1	N	
540	 According to these doctors, when the incriminated foods are avoided, or neutralization therapy provided (see p 286), the hyperventilation automatically disappears, without the patient even being aware of it.	N			N				P			Negation 	1	N	
543	 I do support this, which is Michael 's resolution because we should be looking at the financial costs and er going into the practical aspects of this and let's, let's face it er there are many aspects which are financially unviable and we should be aware of exactly where we stand on that.	N		B	N				P		B		1	N	
544	 Each of them must be aware of what that role is and understand how crime affects profitability, investment and employment opportunities.	N			N				P		B		1	N	
545	 Taking it as far as it can be taken, Hegel suggests that the conflict between myself and the person in whom my identity resides will become a struggle between life and death, because, he says, it is only by risking one's life that one becomes fully aware of oneself as a free, autonomous individual.	N			N				P			Wrong corpus?	1	N	
546	 However, I adore the chance to see wildlife in Scotland and am only too acutely aware of how fragile its future is.	N			N				P		B		1	N	
547	 I am aware  that, I am aware of actually two people in the second year who have never used it so far.	N			N				P			? Double use?	1	N	
548	 But Daryl was also becoming aware of the British progressive rock movement	N			N				P				1	N	
550	 She was entranced by the shimmering purity of the snow, drawn by it, yet faintly intimidated at the same time, aware of her own lack of importance in the face of all this glory.	N			N				P	A			1	N	
551	 He was aware of dangers, but compelled by the promise of unimaginable rewards.	N			N				P				1	N	
555	 Clara was not fully aware of Miss Haines' interest, because it was hidden by a sharp and brisk demeanour, and by an almost excessive severity, so she worked all the harder in her efforts to impress.	N			N				P	A		Negation 	1	N	
556	 There is surprisingly not very much variation in the levels of congestion from day to day, except in exceptional circumstances, and the regular motorist will soon be aware of his broad order of costs.	N			N				P		B		1	N	
557	 The latter are awarded for the fact of deprivationa substantial loss in itself, whether the plaintiff is aware of it or not.	N			N				P				1	N	
559	 I may well know how I would  react if I could remain consistently aware of what I know in the abstract, yet yield to the opposite reaction, so that I see, and approve, the better: I follow the worse (Ovid's  Video meliora proboque, deteriora sequor ).	N		B	N				P	A			1	N	
560	 She is well aware of the role small franchise businesses can play in bringing about economic recovery.	N			N				P		B		1	N	
561	Soon, the Dragoons became aware of his return and, as before, he was pursued relentlessly.	N			N				P	A			1	N	
562	 We do see, however, through the examination of miscues, that children could become more consciously aware of the strategies they are actually using, rather than those which they (and the teacher) think they are using.	N			N	A			P	A		"“Consciously aware"" implies attention?"	1	N	
563	 By the late nineteenth century, paleontologists were becoming increasingly aware of this phenomenon and (in the absence of a theory of continental drift) were postulating temporary land-bridges between the continents, which were raised and lowered by geological forces, providing migration routes in some epochs and not in others.	N			N		B		P		B		1	N	
564	 So just a few ideas, not let you know exhaustive but a few ideas to be aware of  you've got appropriate .	N		B	N		B		P		B		1	N	
565	 Peter may have been reluctant and was certainly aware of his shortcomings, but he knew that he was called.	N			N				P			?B	1	N	
567	 We had been hillwalking together for several years, and by this time were well aware of the strengths and weaknesses of each other's  paces.	N			N				P		B		1	N	
568	 Is my right hon. Friend aware of the widespread concern at the large number of people seeking political asylum?	N			N				P				1	N	
569	 Jim is not aware of any proposals from Zaire as a result of this act of missionary work.	N			N				P				1	N	
571	Furthermore, the analysts were aware of major computer developments that were taking place that would eventually have significant effects on the duties and responsibilities of certain functional groups at the Colleges.	N			N				P		B		1	N	
573	 At all stages in the development of armory, and in all the centuries during which it has been in use, there have been two conflicting underlying factors, and it is important that the local historian be aware of them from the outset, so that if false trails are followed they are not followed for long.	N		B	N		B		P		B		1	N	
574	 It might be condensation, right, now you're aware of these things, cos if you're really working professionally, your head's supposed to be running all across this stuff while you're in there, in there with the punters	N			N				P		B		1	N	
576	 For the last four years work has been going on behind the scenes and while over six million passengers per annum used the terminal during this project, few were aware of what was happening.	N			N				P			Partial Negation	1	N	
579	We were well aware of our limitations long before David Steer (1980) pointed out that the great majority of crime detections involve little of what the public would perceive as real detective ability.	N			N				P				1	N	
581	 The Government and TANU, at the centre, wanted to talk directly to the people and were becoming increasingly aware of the communications gap between the centre (the capital) and the periphery or grass roots, given the remoteness from Dar es Salaam of so much of the country.	N		B	N				P				1	N	
587	 I have been a keen metal detectorist for some years now and shortly after I started detecting I became aware of how difficult it was to find a good pair of gloves which would keep the hands warm and dry, but still allow a reasonable amount of dexterity for detector operation.	N			N				P				1	N	
588	 This will no doubt be welcome, but before accepting it the company should be sure that it is aware of all the consequences of doing so and can handle them.	N			N				P		B		1	N	
590	 We have become aware of other contending histories previously rendered largely invisible, such as women's history and the history from below of groups socially disenfranchised by reason of class, colour, religion.	N		B	N	A			P				1	N	
591	 Whatever it was, I began to be aware of all the doubts, of all the rational thoughts that I had put away in my pursuit of complementary medicine.	N			N				P				1	N	
592	 It is always wise for the counsellor to be aware of any possible worries that the counsellee might have about the meeting, and have ready some words of reassurance about the purpose of their meeting.	N		B	N		B		P		B		1	N	
593	You may not be aware of the Hayes Society, for few talk of it these days.	N			N				P			Negation 	1	N	
594	Manufacturers of energy-using equipment for aircraft engines to cars were aware of consumer indifference.	N			N				P				1	N	
599	 Even when aware of its existence, more important to most is the question of security, making digital VHF car radios less vulnerable to theft.	N			N				P				1	N	
600	 Be aware of current public opinion the writer who advertised a vacuum cleaner with the words: At last a turbo for women drivers was running a grave risk of alienating women.	N		B	N	A	B		P		B		1	N	
601	 There was no evidence that the defendants were aware of the existence of those whom their conduct offended, although the court said that there was evidence from which the magistrates were entitled to infer that the appellants must have known that other people would be likely to be present.	N			N				P			Negation 	1	N	
602	 Unfortunately, the general public is not yet as aware of these technical achievements as they are about the waste they dispose of in their dustbins each week.	N			N				P			Negation 	1	N	
604	 The Town Clerk of Liverpool was quite aware of this and acted accordingly.	N		B	N		B		P		B	Context sufficient?	1	N	
605	 Whatever we become aware of, we have attracted for a reason because it can help us to learn and grow.	N			N				P				1	N	
606	 Everybody is now well aware of the dangers of passive smoking, and children with asthmatic or bronchial conditions could also be adversely affected by wafting smoke.	N			N				P		B		1	N	
607	 I wasn't aware of that problem	N			N				P			Negation 	1	N	
608	 The scales had fallen from her eyes and she saw all too clearly what perhaps she should have been aware of earlier.	N			N				P				1	N	
609	 The second meant that local authorities became heavily involved in researching into the numbers of disabled and attempting to assess their needs, and the public became much more aware of the whole problem of disability.	N			N				P		B		1	N	
610	 My father never glorified war, but we were always aware of a tradition of service.	N			N				P				1	N	
612	 Penny believes that Diana has always been aware of her own destiny.	N			N				P				1	N	
613	 Over and above the skills required to develop effective joint problem-solving groups, however, trainee consultants also need to become aware of what is involved in setting them up.	N			N				P		B		1	N	
614	I believe he is half aware of his problem and has made some effort to solve it by forcing himself to concentrate on what he is told to read.	N		B	N				P		B	Half negation, perhaps?	1	N	
617	 As I sit at this word processor, the chips of which may have been assembled by a young woman in the Philippines for a pittance a day and for such long hours that her eyes will be damaged in a tax haven created specially for foreign companies, I am acutely aware of the link between the health of the people of the Philippines and my life here in Britain.	N			N				P		B		1	N	
618	 They are well aware of the amount of variation possible in scientifically produced data and look with a certain scepticism upon laboratory results, especially when they diverge markedly from their own intuition or their expectations based on past knowledge.	N			N		B		P		B		1	N	
619	 In the context of ancient sites, it involves becoming aware of the special nature of the place and taking some action, however small, in recognition of this.	N			N		B		P		B		1	N	
620	 These officers had become aware of the enormous manpower potential among both captured Soviet troops and the civilian population of occupied areas of the USSR.	N			N				P				1	N	
621	 CW pointed out that Library staff were often not made aware of the status of people using the Library, and wished to codify the access, loan, inter-library loan, and other facilities which are appropriate.	N			N				P				1	N	
622	 The real value of regression therapy is demonstrated when the patient is aware of how he or she acts in certain circumstances but can find no reason for it at all.	N			N				P				1	N	
623	 Being aware of the nature of addictive disease and cross-addiction and its consequences and not frightened or shocked by it.	N			N				P		B		1	N	
624	 Unfortunately, the report had been published in one of the more obscure German journals, and none of the protagonists in the Kammerer debate was aware of its existence.	N		B	N				P			Negation 	1	N	
